Name,Company,Industry,Region,Company Size,Traffic Source,Site Visits,Session Duration,Emails Opened,Demo Requested,Days Since First Interaction,Converted,Engagement Score,Source Impact Score
Melissa Flores,"Ward, Gilbert and Campbell",Healthcare,South,Large,Organic,40,26.67,13,0,245,0,0.7925856891374132,0.6340975739802719
Deanna Cabrera,"Perez, Ryan and Lopez",Healthcare,West,Small,Organic,8,4.68,1,0,294,1,0.10924717821269543,0.6340975739802719
Jeffrey Mendoza,Hughes Inc,IT,East,Large,Organic,18,24.82,7,1,225,1,0.48348348348348347,0.6340975739802719
Jason Edwards,"Davis, Bush and Schmidt",Retail,North,Large,Webinar,13,2.4,6,1,92,1,0.18918918918918914,0.6421080578786672
Diane Johnston,King-Luna,Finance,East,Medium,Ads,42,12.31,2,0,87,1,0.5506886196541368,0.6415917503966155
Ian Barker,"Huerta, Bird and Robles",Retail,North,Small,Organic,35,27.09,0,0,153,0,0.6105415760588174,0.6340975739802719
Garrett Palmer,Kirby-Rodriguez,Retail,West,Medium,Organic,15,6.98,8,1,182,1,0.27803665734700217,0.6340975739802719
Michael Brooks,Cherry Ltd,IT,West,Large,Webinar,23,5.7,3,1,196,0,0.29584757170964066,0.6421080578786672
Andre Olson,"Stafford, Chambers and Wilson",Healthcare,South,Small,Organic,11,11.21,2,1,20,0,0.21828725277001138,0.6340975739802719
Michael Leonard,"Morse, Leon and Lewis",Finance,North,Medium,Ads,1,2.96,14,0,234,1,0.15356736046391217,0.6415917503966155
Isabella Cohen,"Wolfe, Preston and Cook",IT,West,Small,Organic,14,6.34,8,0,236,1,0.26105415760588174,0.6340975739802719
Brittany Lloyd,"Lee, Clark and Robinson",Healthcare,North,Medium,Ads,10,19.59,17,1,148,1,0.4500362431396914,0.6415917503966155
Patricia Rivera,"Romero, Murphy and Daniels",IT,North,Small,Webinar,31,9.46,13,0,124,1,0.5211763487625557,0.6421080578786672
Bethany Bradshaw,"Anderson, Alexander and Burns",Finance,North,Medium,Email,43,4.91,13,0,151,0,0.5983224603914259,0.6447777327388191
Leah Alvarado,Medina-Webb,Education,West,Medium,Ads,44,1.8,14,0,112,0,0.5868282075178627,0.6415917503966155
Kristy Rice,"Joseph, Martin and Thompson",Education,North,Small,Ads,34,26.04,9,1,199,1,0.6825100963031996,0.6415917503966155
Daniel Hoffman,Rivera Group,Retail,East,Small,Ads,23,5.21,16,1,154,1,0.42539090814952885,0.6415917503966155
Heidi Shannon,"Wilson, Clark and Jenkins",IT,South,Small,Organic,18,18.38,1,1,87,1,0.35466500983742355,0.6340975739802719
Sara Carpenter,"Gray, Swanson and Aguirre",Retail,West,Medium,Ads,39,20.88,2,0,78,1,0.6083669876773324,0.6415917503966155
Brian Gilmore,Smith-Powell,Healthcare,West,Medium,Organic,28,24.89,14,0,177,0,0.6602464533499016,0.6340975739802719
Cynthia Brewer,"Jones, Vega and Smith",IT,South,Small,Webinar,15,13.92,0,1,221,1,0.2670601636118878,0.6421080578786672
Ross Franklin,Downs-Aguilar,Retail,East,Small,Email,7,17.51,9,0,141,0,0.31459045252148704,0.6447777327388191
Linda Collins,Thomas Group,Retail,West,Medium,Email,14,6.13,17,1,220,1,0.3520762141451797,0.6447777327388191
Samuel Reyes,Jordan Ltd,Finance,North,Medium,Organic,43,17.06,2,1,102,1,0.6102309205757481,0.6340975739802719
Ashley Hernandez,"Sellers, Jones and Norris",Education,North,Medium,Organic,15,14.14,15,0,71,0,0.4246660453557005,0.6340975739802719
Carol White,"Glover, Moran and Daniel",IT,North,Medium,Webinar,41,17.63,16,1,362,1,0.7403955679817747,0.6421080578786672
Deborah Dalton,"Graham, Cooper and Rodriguez",Finance,West,Small,Organic,36,27.34,17,1,163,1,0.7995236615926271,0.6340975739802719
Jenna Livingston,"Green, Simmons and Wilson",Retail,East,Medium,Organic,13,24.19,1,1,238,1,0.36305270788029403,0.6340975739802719
James Carroll,Brown Group,Healthcare,West,Medium,Organic,50,7.32,16,1,260,1,0.7268302785544164,0.6340975739802719
Alison Snyder,Thomas-Christensen,IT,West,Medium,Email,29,3.17,11,0,227,1,0.4146215180697939,0.6447777327388191
Joseph Gardner,"Mckenzie, Flores and Singh",Healthcare,East,Large,Email,15,23.01,6,0,330,1,0.4233198715957337,0.6447777327388191
Kristen Johnston,"Nichols, Thompson and Campbell",Education,North,Small,Webinar,18,24.26,3,0,344,1,0.43626385005695356,0.6421080578786672
Jocelyn Lucas,Lewis Inc,Healthcare,East,Large,Webinar,39,24.19,4,0,89,1,0.6633530081805943,0.6421080578786672
Carol Shaw,Hernandez and Sons,Education,North,Medium,Email,49,28.6,3,0,210,0,0.8022160091125607,0.6447777327388191
Frank Brown,Edwards Inc,Finance,West,Medium,Email,27,8.66,12,0,289,1,0.46111628870249555,0.6447777327388191
Jasmine Miranda,Perkins PLC,Healthcare,North,Large,Ads,39,14.98,2,0,359,0,0.5472714093403749,0.6415917503966155
Claudia Green,Johnson-James,Healthcare,North,Large,Webinar,2,18.35,12,1,178,0,0.302578440509475,0.6421080578786672
Maria Smith,"Brown, Werner and Roth",IT,South,Large,Webinar,24,29.62,16,0,169,1,0.6885161023092058,0.6421080578786672
Nicole Lopez,White and Sons,Retail,South,Large,Webinar,45,15.18,15,0,125,0,0.7460909185047117,0.6421080578786672
Douglas Wood,"Smith, Adkins and Schroeder",Education,East,Small,Organic,45,18.61,17,0,145,0,0.8023195609402506,0.6340975739802719
Stephanie Andrade,Rodriguez-Crawford,Healthcare,West,Small,Organic,6,24.65,12,1,151,0,0.4092368230299265,0.6340975739802719
James Wagner,"Blair, Coleman and Reyes",Healthcare,North,Small,Email,23,11.59,8,0,213,1,0.40861551206378793,0.6447777327388191
Dawn Hopkins,Lopez-Wood,Education,South,Large,Webinar,14,18.34,14,1,182,1,0.44744744744744747,0.6421080578786672
Dale House,"Anderson, Hernandez and Russell",Healthcare,West,Medium,Webinar,7,12.84,1,1,101,1,0.18339028683856268,0.6421080578786672
Justin Compton,"Vazquez, Smith and Page",Finance,South,Medium,Ads,49,22.94,8,1,56,1,0.7953815884850367,0.6415917503966155
Wayne Brown,"Guerrero, Patel and Young",IT,West,Large,Ads,34,16.69,6,1,98,1,0.5546235891063477,0.6415917503966155
John Hunt,Chavez-Fernandez,Healthcare,North,Large,Ads,50,26.56,17,1,68,1,0.9364191777984882,0.6415917503966155
Jeffrey Marks,Schmidt-Harrison,Education,North,Large,Webinar,36,25.3,0,0,73,1,0.6023609816713265,0.6421080578786672
Sabrina Harris,Hudson LLC,Education,West,Small,Webinar,45,9.87,8,1,360,1,0.6186186186186186,0.6421080578786672
Martha Graves,"Bennett, Keller and Mcdonald",IT,North,Large,Webinar,23,7.32,18,1,269,1,0.4679507093300197,0.6421080578786672
Gabriel Brown,"Rios, Smith and Stewart",Retail,West,Large,Ads,50,19.86,7,0,4,1,0.763487625556591,0.6415917503966155
Michael Mathis,Green-Crawford,Retail,West,Small,Email,27,8.69,1,0,74,0,0.34751993372683027,0.6447777327388191
Annette Jordan,Smith Inc,Education,South,Large,Ads,33,12.01,11,1,288,1,0.5475820648234441,0.6415917503966155
Sarah Alvarez,Tapia LLC,Healthcare,East,Small,Webinar,28,27.94,4,1,157,0,0.5882779331055192,0.6421080578786672
Robert Kaufman,"Hall, Lopez and Mclean",Healthcare,North,Small,Email,9,18.91,7,1,45,1,0.3290877083980532,0.6447777327388191
Holly Craig,Caldwell and Sons,Healthcare,North,Small,Organic,17,13.2,19,1,69,1,0.47706327016671846,0.6340975739802719
Timothy Woods,Hall-Jensen,Retail,South,Medium,Ads,6,7.78,2,0,47,0,0.1309930620275448,0.6415917503966155
Rita Parker,Smith-George,Education,West,Small,Organic,16,7.19,19,0,171,1,0.40447343895619753,0.6340975739802719
Henry Thornton,"Peterson, Fowler and Black",Education,North,Medium,Email,34,13.34,19,0,176,0,0.6545511028269649,0.6447777327388191
Courtney Hughes,Hanson-Cameron,Healthcare,East,Small,Webinar,17,1.76,8,1,166,1,0.24469296883089986,0.6421080578786672
Michelle Livingston,Ryan-Jenkins,Education,West,Small,Email,40,25.04,1,0,210,0,0.651444547996272,0.6447777327388191
Mr. Robert Craig Jr.,King-Brown,Education,South,Medium,Organic,45,16.55,8,0,285,0,0.6877912395153774,0.6340975739802719
Denise Robinson,Massey-Wade,Education,South,Small,Organic,44,24.14,7,1,297,1,0.7456767111939525,0.6340975739802719
William Maynard,"Mccarty, Steele and Bell",Finance,West,Large,Webinar,39,14.98,7,0,77,1,0.5990473231852542,0.6421080578786672
Keith Hunt,"Smith, Robles and Suarez",IT,South,Medium,Organic,26,24.29,10,1,268,1,0.5919022470746609,0.6340975739802719
Gregory Stanley,Ballard PLC,IT,North,Small,Webinar,34,29.66,16,1,319,1,0.7924821373097235,0.6421080578786672
Lauren Montgomery,Barnett Inc,Education,East,Large,Ads,3,27.2,11,0,310,1,0.39422180801491147,0.6415917503966155
Kelly Diaz,Riggs-Sanchez,IT,West,Large,Organic,12,16.5,2,1,289,1,0.2834213523868696,0.6340975739802719
Tammy Rice,"Phillips, King and Dickerson",Retail,South,Medium,Organic,18,13.31,11,1,55,1,0.40571606088847467,0.6340975739802719
Amber Lewis,Lawrence and Sons,Retail,South,Medium,Organic,34,12.2,9,1,10,1,0.5391943667805736,0.6340975739802719
Jennifer Chambers,"Santos, Rose and Morris",IT,South,Medium,Webinar,12,7.6,15,0,148,1,0.32587760173967073,0.6421080578786672
Jacqueline Roberts,Lloyd-Kim,Finance,East,Small,Email,39,24.04,18,1,61,1,0.8067722895309101,0.6447777327388191
Donna Barnett,"Moore, Berger and Villarreal",Education,South,Medium,Organic,30,25.11,6,1,84,1,0.600393496945221,0.6340975739802719
Daniel Adkins,Wilson-Black,Finance,East,Small,Webinar,44,14.12,6,0,361,1,0.6315625970798385,0.6421080578786672
Brian Henderson,Mack-Strong,Education,South,Small,Ads,49,19.43,2,0,16,0,0.6969038003520762,0.6415917503966155
Derek James,Bryan Ltd,Retail,North,Large,Webinar,50,10.47,8,0,83,0,0.6766076421248834,0.6421080578786672
Connie Barton,"Wallace, Parker and Carlson",Finance,North,Medium,Organic,31,20.42,19,1,209,1,0.6968002485243865,0.6340975739802719
Robert Harrington,"Crosby, Smith and Smith",Finance,North,Small,Ads,37,11.41,19,1,69,1,0.665631148389769,0.6415917503966155
Angela Leblanc,"Vaughn, Jackson and Young",Healthcare,North,Large,Ads,31,20.17,0,1,169,1,0.49746298022160096,0.6415917503966155
Tabitha Dyer,Smith LLC,IT,East,Large,Email,38,15.36,9,0,245,1,0.6133374754064409,0.6447777327388191
Susan Garrett,"Peterson, Pierce and Mcmillan",IT,East,Large,Organic,28,21.78,12,0,277,1,0.6073314694004349,0.6340975739802719
Anne Richards,Molina-Parks,IT,East,Medium,Email,43,15.11,20,0,337,1,0.7764316040178109,0.6447777327388191
Lance Lang,Mcdaniel Ltd,Retail,North,Small,Organic,41,11.05,16,1,226,1,0.6722584653619136,0.6340975739802719
Heather Andersen,"Smith, Miranda and Monroe",Retail,West,Large,Organic,17,1.28,20,1,334,1,0.36398467432950193,0.6340975739802719
Natalie Cruz,Valenzuela-Webb,Education,East,Medium,Webinar,45,11.74,14,1,308,1,0.7001139070104586,0.6421080578786672
Courtney Wilson,"Green, Ramirez and Coleman",Retail,North,Small,Ads,23,6.16,5,1,104,0,0.3213213213213213,0.6415917503966155
Christopher Garcia,"Graves, Ross and Moore",Education,South,Medium,Webinar,40,2.39,16,1,41,1,0.5722273998136067,0.6421080578786672
Tim Brown,Park-Davis,Finance,South,Medium,Webinar,39,19.85,8,0,119,1,0.6598322460391425,0.6421080578786672
Lee Boyd,Gordon LLC,Retail,North,Small,Ads,23,22.27,5,0,60,1,0.4881433157295225,0.6415917503966155
Bradley Johnson,"Ryan, Rivas and Gentry",IT,North,Small,Ads,11,12.16,12,1,273,1,0.33167650409029714,0.6415917503966155
Angela Gonzalez,"Williams, Richardson and Rowe",Retail,West,Small,Ads,39,14.53,5,0,172,0,0.5736771254012634,0.6415917503966155
David Nelson,"Sloan, Watson and Perry",IT,East,Medium,Webinar,8,26.74,4,1,56,0,0.36874805840323077,0.6421080578786672
Jeremy Harris,Johnson-Cox,IT,North,Medium,Webinar,20,12.38,9,0,341,1,0.39608574091332716,0.6421080578786672
Ian Campbell,Roth-Ortiz,IT,West,Large,Ads,48,29.93,0,1,224,0,0.7745676711193953,0.6415917503966155
Tyler Andrade,Richard Inc,Education,North,Medium,Ads,45,23.86,16,1,33,1,0.846329087708398,0.6415917503966155
Ashley Mosley,Mcdonald Ltd,Finance,West,Large,Organic,45,23.26,16,0,168,1,0.8401159780470125,0.6340975739802719
Scott Gordon,Price and Sons,Retail,South,Large,Ads,14,29.18,10,0,42,1,0.5182768975872424,0.6415917503966155
Kevin Thornton,Morgan-Malone,Finance,East,Medium,Ads,38,8.99,3,0,276,0,0.4852438645542094,0.6415917503966155
Sarah Pollard,"Yoder, Arroyo and Mcdowell",Retail,West,Medium,Email,34,20.02,14,0,224,1,0.6719478098788443,0.6447777327388191
Crystal Lewis,Carter-Watts,Education,South,Medium,Ads,26,5.19,9,0,129,1,0.3837630734182458,0.6415917503966155
Jessica Smith,Monroe-Lane,IT,East,Medium,Webinar,16,13.58,8,1,316,1,0.35673604639121875,0.6421080578786672
Douglas Patel,Spence-Howard,Healthcare,South,Medium,Email,46,10.87,11,0,218,0,0.670394532463498,0.6447777327388191
Lori Ali,Orozco-Fox,Retail,West,Small,Webinar,43,2.07,13,1,277,1,0.5689137413275344,0.6421080578786672
Cheryl Chapman,"Riley, Stark and Robinson",Finance,South,Large,Webinar,26,15.68,9,1,120,1,0.49238894066480277,0.6421080578786672
Erika Cox,Solis-Cooke,Education,South,Large,Webinar,5,3.8,1,0,5,0,0.06906906906906907,0.6421080578786672
Larry Mills,Wise LLC,Finance,South,Small,Organic,12,7.38,2,1,366,1,0.18898208553380963,0.6340975739802719
Ryan Collier,"Barnett, Mckinney and George",Education,South,Medium,Organic,4,14.77,15,0,269,0,0.3172828000414207,0.6340975739802719
Jonathan Roberts,Duke-Rubio,Retail,South,Small,Organic,42,16.16,16,1,363,1,0.7355286320803561,0.6340975739802719
Julie Valencia,Allison PLC,Finance,South,Small,Email,1,16.12,3,1,349,1,0.1759345552449001,0.6447777327388191
Glenn Hartman,"Torres, Burke and Barker",IT,East,Large,Email,30,11.5,13,0,147,0,0.5319457388422906,0.6447777327388191
Billy Miller,Valentine-Ross,Healthcare,North,Medium,Ads,42,21.37,19,0,7,0,0.8205446826136481,0.6415917503966155
Ashley Blankenship,Acosta-Mathis,Retail,West,Small,Webinar,8,13.8,20,0,288,0,0.40043491767629696,0.6421080578786672
Cynthia Jones,Turner PLC,Finance,West,Large,Ads,50,5.39,19,0,247,0,0.7379103241172207,0.6415917503966155
Kelly Gregory,"Lopez, Mitchell and Blanchard",Finance,North,Large,Email,48,19.98,17,1,317,1,0.8475717096406752,0.6447777327388191
Michelle Combs,Walters-Sparks,Education,North,Medium,Webinar,29,4.57,1,1,90,0,0.32556694625660143,0.6421080578786672
Erin Lowe,"Blevins, West and Ford",IT,South,Small,Email,7,6.88,6,1,170,1,0.17344931138034586,0.6447777327388191
Kevin Smith,Wong PLC,IT,West,Large,Ads,2,26.76,20,0,87,0,0.47250698974836913,0.6415917503966155
Sarah Patrick,Oneal-Hanson,Education,East,Small,Organic,30,24.42,13,0,92,1,0.6657347002174588,0.6340975739802719
April Mcdonald,Lewis PLC,Healthcare,West,Small,Webinar,1,3.7,9,0,232,1,0.10945428186807495,0.6421080578786672
Lisa Herman,"Horton, Gonzalez and Johnson",Retail,North,Large,Email,1,6.75,19,1,273,1,0.24458941700321013,0.6447777327388191
Brian Sutton,Jones-Davidson,IT,North,Medium,Email,27,2.59,5,1,196,1,0.325774049911981,0.6447777327388191
Alex Anderson,"Hanna, Allen and Moore",Finance,South,Large,Ads,11,28.14,16,1,86,1,0.5385730558144352,0.6415917503966155
Carol Mills,Lee PLC,Education,North,Small,Ads,47,13.74,5,1,235,0,0.6483379931655793,0.6415917503966155
Nicholas Mitchell,Day Ltd,Finance,North,Small,Email,9,18.34,15,1,338,1,0.40602671637154397,0.6447777327388191
Brian Clark,Young LLC,Education,North,Medium,Organic,41,9.99,0,0,22,0,0.49559904732318527,0.6340975739802719
Robert Wolf,Levy Inc,Retail,South,Large,Ads,34,23.54,2,0,109,0,0.5841358599979289,0.6415917503966155
Robin Williams,Heath Ltd,Healthcare,North,Small,Email,19,14.55,2,0,93,0,0.33571502537019776,0.6447777327388191
Dustin Hunt,Butler-Stewart,Retail,North,Medium,Email,30,28.63,3,0,254,1,0.6057781919850884,0.6447777327388191
Willie Davis,Williams LLC,Healthcare,West,Small,Email,33,13.73,9,1,89,1,0.5446826136481309,0.6447777327388191
Kathleen York,"Howard, Swanson and Roman",Retail,South,Large,Email,23,10.86,2,0,346,0,0.33892513202858027,0.6447777327388191
David Moreno,Palmer-Peters,Education,West,Small,Ads,29,22.03,15,0,361,1,0.6513409961685823,0.6415917503966155
Katrina Coleman,Duarte Group,Education,South,Large,Webinar,5,28.96,8,0,202,1,0.40209174691933314,0.6421080578786672
Emily Allen,Smith-Santos,Retail,West,Large,Webinar,21,17.02,12,1,350,1,0.4855545200372786,0.6421080578786672
Jeffrey Brown,Hughes LLC,IT,West,Large,Ads,41,10.65,0,0,240,1,0.5024334679507093,0.6415917503966155
Jonathan Pennington,Allen-Marshall,IT,South,Small,Email,31,10.78,3,1,295,0,0.4312933623278451,0.6447777327388191
Bryan Anderson,Wilson-Evans,Finance,North,Medium,Email,4,1.75,4,0,147,1,0.06855130993062027,0.6447777327388191
Tony Spencer,Cox Group,Finance,East,Large,Organic,28,14.6,1,1,175,1,0.41907424666045356,0.6340975739802719
Nicholas Cain,Davis-Graham,Finance,South,Large,Email,16,10.48,7,1,314,1,0.31427979703841774,0.6447777327388191
Sandra Andrade,Hayes PLC,IT,North,Medium,Organic,4,19.05,9,0,39,0,0.2994718856787822,0.6340975739802719
Jeffrey Rogers,"Wilson, Ayala and Thomas",Retail,North,Medium,Organic,3,21.58,0,0,183,1,0.22211867039453242,0.6340975739802719
Jennifer Jackson,Rodriguez Inc,Finance,West,Medium,Webinar,5,8.63,8,0,221,1,0.19157088122605365,0.6421080578786672
Sharon Robertson,Brown LLC,Retail,South,Small,Email,35,2.75,1,0,188,1,0.36885161023092056,0.6447777327388191
Stephen Page,"Wilson, Taylor and Brooks",Retail,East,Medium,Ads,36,17.65,7,0,247,1,0.5956301128714921,0.6415917503966155
Jennifer Harrison MD,"Myers, Ramos and Gutierrez",IT,East,Large,Email,43,9.74,15,0,193,1,0.6690483587035311,0.6447777327388191
Amy Murphy,Hanson Inc,Education,South,Medium,Organic,12,4.67,4,0,222,0,0.18162990576783683,0.6340975739802719
Meredith Bryant,Gonzalez Group,Education,East,Medium,Email,45,28.61,20,1,329,1,0.9369369369369369,0.6447777327388191
Charles Waters,"Hanson, Schmidt and Payne",IT,North,Small,Organic,7,21.78,12,0,102,1,0.3898726312519416,0.6340975739802719
Derek Galvan,Walker and Sons,Retail,North,Medium,Email,7,29.33,16,1,320,0,0.5094749922336129,0.6447777327388191
Tony Taylor,Jones-Myers,IT,South,Small,Organic,4,21.49,16,0,24,1,0.3972248110179144,0.6340975739802719
Michael Henderson,Warren and Sons,Retail,West,Small,Webinar,48,24.69,1,0,152,0,0.7306616961789375,0.6421080578786672
Deborah Hunter,Stevens Group,Retail,West,Medium,Webinar,42,19.8,6,0,307,0,0.6696696696696696,0.6421080578786672
Veronica Bennett,"Johnson, Stein and Lyons",Retail,South,Small,Organic,45,13.62,1,0,329,1,0.584964274619447,0.6340975739802719
Anthony Kelly,Chapman-Rodriguez,Finance,North,Small,Webinar,50,3.07,14,0,310,1,0.6621103862483172,0.6421080578786672
Richard Hall,Robertson Ltd,Healthcare,North,Small,Webinar,19,23.51,15,0,184,1,0.563114838976908,0.6421080578786672
Tristan Hartman,"Mendoza, Coffey and Luna",Education,East,Medium,Organic,20,25.99,13,1,357,1,0.5784405094749921,0.6340975739802719
Emily Thompson,"Becker, Reid and May",Education,East,Small,Email,22,20.33,11,1,305,1,0.5198301750025888,0.6447777327388191
Jamie Cummings,"Oconnor, Martin and Fox",Retail,East,Large,Organic,19,19.59,5,1,47,0,0.41897069483276383,0.6340975739802719
Joshua Choi,Valentine LLC,IT,West,Small,Ads,30,15.51,3,1,351,1,0.469918194056125,0.6415917503966155
Vincent Shaw,Mcdonald-Smith,Finance,West,Large,Ads,50,25.01,2,1,289,1,0.7650409029719375,0.6415917503966155
Christine Martinez,Li-Sawyer,Healthcare,North,Large,Ads,27,10.68,17,0,233,0,0.5338096717407061,0.6415917503966155
Danny Reese,Brown Ltd,Education,East,Medium,Webinar,32,21.19,5,0,335,0,0.5701563632598114,0.6421080578786672
Michael Wright,Rocha-Palmer,IT,West,Large,Organic,18,3.18,9,1,24,1,0.2801076939007973,0.6340975739802719
Julie Jimenez,Sanders-Suarez,Finance,West,Small,Organic,15,27.72,7,0,339,1,0.48244796520658584,0.6340975739802719
Stephanie Moore MD,Pace PLC,Retail,South,Medium,Organic,15,13.35,2,0,252,1,0.2818680749715233,0.6340975739802719
Marissa Hanson,Henderson Ltd,Finance,East,Large,Email,28,3.87,2,0,107,1,0.3183183183183183,0.6447777327388191
Thomas Reese,"Hayes, Kelly and Clark",IT,North,Medium,Organic,5,13.02,2,1,159,0,0.17489903696800246,0.6340975739802719
Christopher Manning,"Decker, Larson and Hill",Finance,East,Medium,Email,47,25.96,3,1,44,1,0.7541679610645129,0.6447777327388191
Miguel Smith,Chavez-Hill,Education,East,Large,Ads,48,4.65,5,1,151,0,0.5645645645645645,0.6415917503966155
Robert Ochoa,"Cabrera, Brooks and Johnston",Finance,South,Large,Email,45,27.89,0,1,284,1,0.7223775499637568,0.6447777327388191
Grant Scott,Taylor Ltd,Education,East,Large,Organic,15,4.78,14,0,158,0,0.3173863518691105,0.6340975739802719
Curtis Sanchez,Gillespie Group,Retail,West,Small,Ads,14,13.78,6,1,199,1,0.3173863518691105,0.6415917503966155
Anthony Pearson,"Crosby, Weber and Crawford",Retail,East,Large,Email,6,7.08,11,1,31,0,0.2169410790100445,0.6447777327388191
John Gibson,Ramirez-Lee,IT,South,Medium,Email,34,22.2,2,0,85,0,0.5702599150875013,0.6447777327388191
Dean Fletcher,"Montgomery, Hahn and Bolton",IT,North,Large,Ads,19,9.19,8,1,143,1,0.3423423423423423,0.6415917503966155
Glenda May,Walls-Harris,IT,West,Medium,Organic,48,17.79,17,0,4,1,0.8248938593766179,0.6340975739802719
Leroy Bryant,"Cooper, Flores and Bass",IT,West,Large,Organic,2,12.63,14,0,268,0,0.2640571606088848,0.6340975739802719
John Porter,Davis-Donovan,Healthcare,North,Small,Webinar,35,16.47,12,1,311,1,0.6248317282800041,0.6421080578786672
Maurice Bridges,Jones-Mitchell,Healthcare,East,Large,Ads,20,1.77,10,0,235,0,0.296572434503469,0.6415917503966155
Janet Ramos,"Atkinson, Garcia and English",Education,North,Medium,Ads,40,12.48,8,1,285,1,0.5938697318007663,0.6415917503966155
Andrea Roberts,Little-Thompson,Education,North,Large,Organic,26,16.26,10,0,285,0,0.5087501294397846,0.6340975739802719
Angela Smith,Molina PLC,Education,South,Small,Organic,23,12.07,13,0,170,1,0.4653619136377757,0.6340975739802719
Christina Wilkins,"Davis, Cross and Haley",Finance,West,Medium,Organic,32,1.66,18,1,173,1,0.502537019778399,0.6340975739802719
Richard Wallace,"Welch, Johnson and Sutton",Retail,South,Small,Organic,20,26.8,4,1,64,1,0.49363156259707974,0.6340975739802719
Mitchell Bean,"Wilkins, Hunt and Thompson",IT,North,Small,Organic,9,15.17,6,1,16,1,0.2800041420731076,0.6340975739802719
Destiny Ramos,Gardner-Young,Healthcare,East,Large,Webinar,47,25.05,19,0,266,0,0.9104276690483586,0.6421080578786672
Matthew Nolan,Gonzalez LLC,Education,West,Large,Ads,17,7.37,5,1,5,1,0.2717199958579269,0.6415917503966155
Linda Rivera,Phelps-Farmer,Healthcare,East,Small,Email,37,26.19,2,1,190,1,0.6426426426426426,0.6447777327388191
Andres Smith,Carter-Ramirez,Retail,South,Large,Ads,36,11.13,4,1,275,1,0.49704877291084193,0.6415917503966155
Jessica Tran,Massey-Nguyen,Education,South,Small,Ads,34,27.28,19,0,306,0,0.7989023506264885,0.6415917503966155
Anthony Garner Jr.,Holloway LLC,Healthcare,North,Large,Organic,49,21.14,14,1,240,1,0.8388733561147353,0.6340975739802719
James Shaffer,Lucas and Sons,Healthcare,North,Small,Webinar,8,10.51,12,0,74,0,0.28352490421455934,0.6421080578786672
Johnathan Anderson,Moore-Henry,IT,South,Large,Email,27,5.07,0,0,41,0,0.29967898933416176,0.6447777327388191
Amanda Huffman,"Hayes, Campbell and Davis",Education,North,Large,Webinar,28,20.71,6,1,27,1,0.5341203272237754,0.6421080578786672
Lisa Scott,Holden-Jones,IT,East,Small,Ads,25,20.53,4,1,90,0,0.4804804804804804,0.6415917503966155
Raymond Harris,"Powell, Harris and Taylor",Healthcare,South,Large,Ads,14,1.1,16,0,223,0,0.28963446204825516,0.6415917503966155
Nicole Nguyen,"Ortega, Martinez and Brooks",Healthcare,South,Large,Organic,42,18.13,6,0,75,1,0.6523765144454798,0.6340975739802719
Jonathan Dean,Curtis Ltd,Education,North,Large,Organic,50,19.26,13,1,293,1,0.8194056125090609,0.6340975739802719
Monica Fox,Bird Ltd,IT,West,Small,Organic,46,29.42,18,1,309,1,0.9349694522108315,0.6340975739802719
Daniel Schneider,"Skinner, May and Waller",Education,West,Medium,Webinar,44,8.42,20,0,144,0,0.7175106140623382,0.6421080578786672
Laura Douglas,Soto Ltd,Retail,South,Large,Webinar,26,15.61,3,1,237,1,0.4295329812571192,0.6421080578786672
David Cook,Holmes-Ramos,IT,South,Small,Webinar,22,17.96,20,1,364,1,0.5884850367608988,0.6421080578786672
Jacob Short,"Hawkins, Williams and Reed",IT,East,Small,Webinar,26,23.69,12,1,23,1,0.606399502951227,0.6421080578786672
Henry Fletcher,"Torres, Murphy and Martinez",Retail,East,Small,Organic,25,1.39,5,1,15,1,0.29263746505125815,0.6340975739802719
Jacqueline Jenkins,Lewis-Tanner,Finance,South,Large,Organic,38,4.98,0,0,123,1,0.41265403334368855,0.6340975739802719
Kevin Carter,Baldwin Group,Education,South,Small,Organic,24,14.91,8,1,212,1,0.45334990162576366,0.6340975739802719
Paul Sanders,"Grant, Garcia and Swanson",IT,West,Medium,Webinar,14,11.83,20,0,133,1,0.4421663042352697,0.6421080578786672
Jessica Nguyen,"Bryant, Lee and Valencia",Retail,South,Small,Email,25,18.68,17,1,264,1,0.5959407683545614,0.6447777327388191
Elizabeth Jarvis,"Riley, Anderson and Copeland",Finance,East,Small,Webinar,50,9.83,4,0,52,0,0.6285595940768354,0.6421080578786672
Lisa Conway,Singleton-Ross,Education,East,Large,Webinar,24,24.63,19,1,352,1,0.6679092885989437,0.6421080578786672
Lauren Newman,Romero-Peterson,IT,East,Large,Ads,46,9.08,15,1,328,1,0.6932794863829346,0.6415917503966155
Julie Wilson,Blake-Sexton,Retail,West,Small,Webinar,49,18.5,11,0,234,1,0.7804701252977114,0.6421080578786672
Erin Wilkins,Thompson Inc,Finance,East,Medium,Ads,19,16.37,12,1,274,1,0.4581132856994926,0.6415917503966155
James Black,Owens Ltd,Healthcare,South,Medium,Organic,39,16.05,11,0,74,1,0.6515480998239619,0.6340975739802719
Brandon Serrano,Rosario-Watts,IT,East,Small,Webinar,47,15.21,0,1,176,1,0.6117841979910945,0.6421080578786672
Kristin Wang,Scott-Monroe,Education,South,Medium,Ads,43,22.15,8,1,359,1,0.7250698974836907,0.6415917503966155
